description,price,price_num,year,year_num,kilometers,kilometers_num,location,link
Bmw Serie 3 2.0 320i Sedan Executive,US$30.000,30000,2016,2016,64.000 Km,64000,Maipú - Mendoza,https://auto.mercadolibre.com.ar/MLA-2084559220-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.5 325i Coupe Sportive,US$18.000,18000,2007,2007,97.000 Km,97000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2079548590-bmw-serie-3-2007-25-325i-coupe-sportive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 320i Active,US$12.000,12000,2006,2006,168.000 Km,168000,Tres De Febrero - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1496802733-bmw-serie-3-20-320i-active-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$29.500,29500,2017,2017,115.000 Km,115000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2078132880-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 335i Coupe Executive Stept,US$30.500,30500,2007,2007,87.000 Km,87000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1498550481-bmw-serie-3-30-335i-coupe-executive-stept-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,US$28.000,28000,2008,2008,142.000 Km,142000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-1502183449-bmw-serie-3-30-335i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$26.900,26900,2014,2014,111.500 Km,111500,Los Cardales - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1500369761-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.5 323 Compact Ti Sportive,US$11.400,11400,2000,2000,205.000 Km,205000,Moreno - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2080761598-bmw-323-ti-compact-pack-m-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 Bmw 330i Pack Deportivo M - Okm 2025,US$82.500,82500,2025,2025,0 Km,0,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1473365145-bmw-330i-okm-2025-pack-m-bmw-330-okm-2025-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 330e,US$81.900,81900,2024,2024,0 Km,0,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1457766585-bmw-330e-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$82.500,82500,2025,2025,0 Km,0,Yerba Buena - Tucumán,https://auto.mercadolibre.com.ar/MLA-2034966084-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 2.5 325 Cabriolet,US$47.999,47999,2012,2012,64.100 Km,64100,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1501865627-bmw-325-e93-cabriolet-25-pack-m-blanco-agregados-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=7656ca1a-bf6d-482c-9220-04d1d85f6249
Bmw Serie 3 3.0 330i Executive,US$12.000,12000,2002,2002,216.000 Km,216000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2078081832-bmw-serie-3-30-330i-executive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$25.500,25500,2013,2013,172.000 Km,172000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2097669402-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 323 Compact Ti Sportive,US$14.000,14000,2001,2001,169.000 Km,169000,Brandsen - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2078115638-bmw-serie-3-25-323-compact-ti-sportive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 335i Coupe Sportive 306cv,US$27.000,27000,2009,2009,143.000 Km,143000,Colón - Córdoba,https://auto.mercadolibre.com.ar/MLA-2099436220-bmw-serie-3-30-335i-coupe-sportive-306cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan 184cv,US$19.000,19000,2013,2013,120.000 Km,120000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2079536262-bmw-serie-3-2013-320i-sedan-184cv-at-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$15.000,15000,2010,2010,154.000 Km,154000,Formosa - Formosa,https://auto.mercadolibre.com.ar/MLA-1495053495-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Executive,US$21.500,21500,2010,2010,95.000 Km,95000,Junín - San Luis,https://auto.mercadolibre.com.ar/MLA-2093185116-bmw-serie-3-30-330i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 M340i Xdrive,US$79.000,79000,2023,2023,28.000 Km,28000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2082549824-bmw-serie-3-30-m340i-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$56.000,56000,2022,2022,35.740 Km,35740,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2100639186-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$71.000,71000,2022,2022,13.500 Km,13500,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-2073291916-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320d Touring Active Stept,US$14.800,14800,2007,2007,181.000 Km,181000,Mar Del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-2098467204-bmw-serie-3-20-320d-touring-active-stept-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$33.500,33500,2018,2018,92.000 Km,92000,Las Colonias - Santa Fe,https://auto.mercadolibre.com.ar/MLA-2091989626-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$32.700,32700,2017,2017,123.000 Km,123000,San Pedro - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2086753202-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.8 328i At,US$14.000,14000,1997,1997,145.000 Km,145000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2096769714-bmw-serie-3-coupe-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 320i,US$32.000,32000,2017,2017,78.000 Km,78000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2094040460-bmw-serie-320i-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$26.000,26000,2016,2016,109.000 Km,109000,Resistencia - Chaco,https://auto.mercadolibre.com.ar/MLA-1501990189-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 335i Coupe Executive,US$24.000,24000,2007,2007,162.000 Km,162000,Paraná - Entre Ríos,https://auto.mercadolibre.com.ar/MLA-1497818321-bmw-serie-3-30-335i-coupe-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Sportline,US$61.900,61900,2025,2025,0 Km,0,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1493143693-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 323i Sedan Active,US$14.000,14000,2008,2008,52.900 Km,52900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2096775858-bmw-serie-3-25-323i-sedan-active-_JM?highlight=true&headerTopBrand=true#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$34.500,34500,2017,2017,118.523 Km,118523,Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2013420986-bmw-320i-executive-20-ano-2017-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$37.000,37000,2018,2018,70.000 Km,70000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1493216755-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 335i Coupe Executive,US$32.000,32000,2007,2007,84.000 Km,84000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2048006202-bmw-serie-3-30-335i-coupe-executive-speed-motors-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 323i Sportive,US$13.500,13500,2006,2006,160.000 Km,160000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1496858847-bmw-serie-3-25-323i-sportive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 M340i Xdrive,US$104.900,104900,2023,2023,5.500 Km,5500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1487938905-bmw-serie-3-30-m340i-xdrive-m-performance-_JM?highlight=true&headerTopBrand=true#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Sportline,US$63.800,63800,2025,2025,0 Km,0,Del Viso - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2005958724-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$32.800.000,32800000,2013,2013,100.000 Km,100000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1499048773-bmw-serie-3-20-328i-sedan-sport-245cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 335i Sedan M Package At 306cv,US$45.500,45500,2014,2014,45.000 Km,45000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2025931296-bmw-serie-3-30-335i-sedan-m-pack-at-306cv-blindado-rb3-360-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 328i Executive At,US$13.900,13900,2001,2001,142.000 Km,142000,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1495438841-bmw-serie-3-20-328i-executive-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Sportline,US$54.900,54900,2021,2021,19.000 Km,19000,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2086639672-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 323i Sedan Active,US$13.900,13900,2008,2008,80.000 Km,80000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1495350815-bmw-serie-3-25-323i-sedan-active-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$84.900,84900,2025,2025,0 Km,0,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1470751081-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Sportline,US$52.900,52900,2021,2021,18.000 Km,18000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2086776948-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 M340i Xdrive,US$82.900,82900,2022,2022,30.000 Km,30000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2067712554-bmw-serie-3-30-m340i-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Sportline,US$56.000,56000,2021,2021,18.130 Km,18130,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-2086653376-bmw-serie-3-20-320i-sedan-sportline-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Sportline,US$55.900,55900,2022,2022,29.000 Km,29000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2039717082-bmw-320i-sportline-at8-autopremium-2022-29000-kms-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$17.000,17000,2011,2011,124.000 Km,124000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2008278244-bmw-320-i-sedan-executive-at-2011-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan At,US$20.400,20400,2013,2013,141.000 Km,141000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1496012023-bmw-serie-3-20-320i-sedan-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 340 M 340i,US$92.000,92000,2022,2022,28.000 Km,28000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2085718524-bmw-340-340m-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 M340i Xdrive,US$92.500,92500,2022,2022,27.000 Km,27000,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2067942520-bmw-serie-3-30-m340i-xdrive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$82.500,82500,2025,2025,0 Km,0,Del Viso - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2050487600-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$9.990,9990,2010,2010,108.000 Km,108000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2086647074-bmw-320i-mod2010-manual-linea-nueva-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 325i Coupe Sportive,US$19.900,19900,2008,2008,143.175 Km,143175,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1502584055-bmw-325i-coupe-sportive-2008-30-mt-impecable-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 320i Sedan Executive,US$28.500,28500,2016,2016,84.000 Km,84000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1501209175-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 323i Sedan Active,US$14.200,14200,2008,2008,142.000 Km,142000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-2085570436-bmw-serie-3-25-323i-sedan-active-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 323 Compact Ti Sportive,US$12.500,12500,2000,2000,170.000 Km,170000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2099262410-bmw-serie-3-25-323-compact-ti-sportive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 330i Sedan Sport Line Shadow,US$59.200,59200,2022,2022,80.500 Km,80500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-1493217019-bmw-serie-3-30-330i-sedan-sport-line-shadow-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.5 325i Sedan Executive,US$15.900,15900,2010,2010,182.000 Km,182000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2059814384-bmw-serie-3-25-325i-sedan-executive-automatico-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 3.0 M340i Xdrive,US$76.930,76930,2020,2020,26.500 Km,26500,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-2092474230-bmw-serie-3-30-m340i-xdrive-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=68232b63-3bc2-4358-9435-b64a96a1d821
Bmw Serie 3 2.0 328i Sedán Sport 245cv,US$32.800.000,32800000,2013,2013,98.000 Km,98000,Avellaneda - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-1499584629-bmw-serie-3-20-328i-sedan-sport-245cv-mnn-_JM?highlight=false&headerTopBrand=true#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.0 Sedan 320i Sedan Automática,US$29.900,29900,2018,2018,69.000 Km,69000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-2074825594-bmw-serie-3-20-sedan-executive-at-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.0 320d Sedan Active,US$16.000.000,16000000,2008,2008,168.000 Km,168000,Villa María - Córdoba,https://auto.mercadolibre.com.ar/MLA-2007582768-bmw-serie-3-20-320d-sedan-active-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.5 325i Selective,US$10.500,10500,2001,2001,154.000 Km,154000,Cañuelas - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2074289012-bmw-serie-3-25-325i-selective-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 3.0 330i Sedan Sport 252cv,US$62.000,62000,2022,2022,40.000 Km,40000,Yerba Buena - Tucumán,https://auto.mercadolibre.com.ar/MLA-2013418986-bmw-serie-3-30-330i-sedan-sport-252cv-_JM?highlight=true&headerTopBrand=false#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.0 320i Sedan Executive,US$46.900,46900,2020,2020,43.000 Km,43000,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2078930768-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.0 320i Sedan Executive,US$26.000,26000,2017,2017,120.000 Km,120000,San Miguel - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-1487706497-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.0 320d Sedán Sport 184cv,US$25.900,25900,2012,2012,117.000 Km,117000,Chivilcoy - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-2042570218-bmw-serie-3-20-320d-sedan-sport-184cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 2.0 320i Sedan Executive,US$27.900,27900,2016,2016,98.000 Km,98000,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-1502702313-bmw-serie-3-20-320i-sedan-executive-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$31.900,31900,2017,2017,115.000 Km,115000,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2097378228-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,US$72.000,72000,2022,2022,11.000 Km,11000,Lomas De Zamora - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-2089117404-bmw-serie-3-30-330i-sedan-sport-line-252cv-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=6aa265b5-9eac-4efb-95a7-e1133acc92ec
